2025-03-17 14:07:44 | INFO     | conftest             | Logging initialized. Log file: /Users/zaki.sabir/Downloads/agoda/Reports/Logs/20250317.log
2025-03-17 14:07:59 | INFO     | RoundTrip            | Selecting arrival airport: JFK
2025-03-17 14:07:59 | INFO     | RoundTrip            | Setting and verifying Arrival airport: JFK
2025-03-17 14:07:59 | INFO     | RoundTrip            | Setting arrival airport to: JFK
2025-03-17 14:07:59 | INFO     | RoundTrip            | Arrival airport set to: JFK
2025-03-17 14:08:00 | INFO     | RoundTrip            | Selecting airport from options: JFK
2025-03-17 14:08:00 | INFO     | RoundTrip            | Found 5 airport options
2025-03-17 14:08:00 | INFO     | RoundTrip            | Found matching airport: AirportJohn F. Kennedy International AirportJFK
2025-03-17 14:08:01 | INFO     | RoundTrip            | Selected Arrival airport: AirportJohn F. Kennedy International AirportJFK (Code: JFK)
2025-03-17 14:08:01 | INFO     | RoundTrip            | Actual Arrival airport: New York (NY) (JFK) (Code: JFK)
2025-03-17 14:08:01 | INFO     | RoundTrip            | Arrival airport selected: JFK
2025-03-17 14:08:01 | INFO     | RoundTrip            | Generated departure date: 2025-04-26
2025-03-17 14:08:01 | INFO     | RoundTrip            | Departure date set to: 2025-04-26
2025-03-17 14:08:01 | INFO     | RoundTrip            | Generated return date: 2025-05-16
2025-03-17 14:08:11 | WARNING  | BasePage             | Element '//span[@data-selenium-date='2025-05-16']' not found. Error: Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
  - waiting for locator("//span[@data-selenium-date='2025-05-16']") to be visible

2025-03-17 14:08:12 | INFO     | RoundTrip            | Return date set to: 2025-05-16
2025-03-17 14:08:12 | INFO     | RoundTrip            | Checking if departure date is selected
2025-03-17 14:08:12 | INFO     | RoundTrip            | Generated departure date: 2025-04-26
2025-03-17 14:08:12 | INFO     | RoundTrip            | Expected departure date: 2025-04-26, Actual: 2025-04-26
2025-03-17 14:08:12 | INFO     | RoundTrip            | Departure date is correctly selected
2025-03-17 14:08:12 | INFO     | RoundTrip            | Checking if return date is selected
2025-03-17 14:08:12 | INFO     | RoundTrip            | Generated return date: 2025-05-16
2025-03-17 14:08:12 | INFO     | RoundTrip            | Expected return date: 2025-05-16, Actual: 2025-05-16
2025-03-17 14:08:12 | INFO     | RoundTrip            | Return date is correctly selected
2025-03-17 14:08:12 | INFO     | RoundTrip            | Selecting passengers: Adults=2, Children=1, Infants=0, Cabin=Business
2025-03-17 14:08:12 | INFO     | RoundTrip            | Adjusting adult count to 2
2025-03-17 14:08:12 | INFO     | RoundTrip            | Current adults: 1, Target: 2
2025-03-17 14:08:12 | INFO     | RoundTrip            | Adjusting children count to 1
2025-03-17 14:08:12 | INFO     | RoundTrip            | Current childrens: 0, Target: 1
2025-03-17 14:08:12 | INFO     | RoundTrip            | Adjusting infant count to 0
2025-03-17 14:08:12 | INFO     | RoundTrip            | Current infants: 0, Target: 0
2025-03-17 14:08:12 | INFO     | RoundTrip            | Selecting cabin class: Business
2025-03-17 14:08:12 | INFO     | RoundTrip            | Getting passengers and cabin count
2025-03-17 14:08:12 | INFO     | RoundTrip            | Clicking search button
2025-03-17 14:08:13 | INFO     | RoundTrip            | Search button clicked
2025-03-17 14:08:13 | INFO     | RoundTrip            | Checking if search was successful
2025-03-17 14:08:14 | INFO     | RoundTrip            | Search successful - results found
2025-03-17 14:08:14 | INFO     | conftest             | Test PASSED: test_flight_booking[LHE-JFK-2-1-0-Business]
2025-03-17 14:08:14 | INFO     | conftest             | Test completed: test_flight_booking[LHE-JFK-2-1-0-Business]
2025-03-17 14:08:14 | INFO     | conftest             | Closing page
2025-03-17 14:08:15 | INFO     | conftest             | Closing browser
2025-03-17 14:08:15 | INFO     | conftest             | Launching browser
2025-03-17 14:08:16 | INFO     | conftest             | Browser launched successfully: <Browser type=<BrowserType name=chromium executable_path=/Users/zaki.sabir/Library/Caches/ms-playwright/chromium-1155/chrome-mac/Chromium.app/Contents/MacOS/Chromium> version=133.0.6943.16>
2025-03-17 14:08:16 | INFO     | conftest             | Creating new page for test: test_flight_booking[KHI-IST-1-0-0-Economy]
2025-03-17 14:08:17 | INFO     | conftest             | Page created successfully: <Page url='about:blank'>
2025-03-17 14:08:17 | INFO     | RoundTrip            | RoundTrip page object initialized
2025-03-17 14:08:32 | INFO     | RoundTrip            | Waiting for Agoda image to appear
2025-03-17 14:08:32 | INFO     | RoundTrip            | Agoda image found - website loaded successfully
2025-03-17 14:08:32 | INFO     | RoundTrip            | Clicking on Flights tab
2025-03-17 14:08:33 | INFO     | RoundTrip            | Flights tab clicked
2025-03-17 14:08:33 | INFO     | RoundTrip            | Checking if Flights tab is selected
2025-03-17 14:08:33 | INFO     | RoundTrip            | Selecting round trip option
2025-03-17 14:08:34 | INFO     | RoundTrip            | Round trip option selected
2025-03-17 14:08:34 | INFO     | RoundTrip            | Selecting departure airport: KHI
2025-03-17 14:08:34 | INFO     | RoundTrip            | Setting and verifying Departure airport: KHI
2025-03-17 14:08:35 | INFO     | RoundTrip            | Departure airport set to: KHI
2025-03-17 14:08:36 | INFO     | RoundTrip            | Selecting airport from options: KHI
2025-03-17 14:08:36 | INFO     | RoundTrip            | Found 12 airport options
2025-03-17 14:08:36 | INFO     | RoundTrip            | Found matching airport: AirportJinnah International AirportKHI
2025-03-17 14:08:36 | INFO     | RoundTrip            | Selected Departure airport: AirportJinnah International AirportKHI (Code: KHI)
2025-03-17 14:08:36 | INFO     | RoundTrip            | Actual Departure airport: Karachi (KHI) (Code: KHI)
2025-03-17 14:08:36 | INFO     | RoundTrip            | Departure airport selected: KHI
2025-03-17 14:08:36 | INFO     | RoundTrip            | Selecting arrival airport: IST
2025-03-17 14:08:36 | INFO     | RoundTrip            | Setting and verifying Arrival airport: IST
2025-03-17 14:08:36 | INFO     | RoundTrip            | Setting arrival airport to: IST
2025-03-17 14:08:36 | INFO     | RoundTrip            | Arrival airport set to: IST
2025-03-17 14:08:37 | INFO     | RoundTrip            | Selecting airport from options: IST
2025-03-17 14:08:38 | INFO     | RoundTrip            | Found 12 airport options
2025-03-17 14:08:38 | INFO     | RoundTrip            | Found matching airport: AirportIstanbul AirportIST
2025-03-17 14:08:38 | INFO     | RoundTrip            | Selected Arrival airport: AirportIstanbul AirportIST (Code: IST)
2025-03-17 14:08:38 | INFO     | RoundTrip            | Actual Arrival airport: İstanbul (IST) (Code: IST)
2025-03-17 14:08:38 | INFO     | RoundTrip            | Arrival airport selected: IST
2025-03-17 14:08:38 | INFO     | RoundTrip            | Generated departure date: 2025-04-26
2025-03-17 14:08:38 | INFO     | RoundTrip            | Departure date set to: 2025-04-26
2025-03-17 14:08:38 | INFO     | RoundTrip            | Generated return date: 2025-05-16
2025-03-17 14:08:48 | WARNING  | BasePage             | Element '//span[@data-selenium-date='2025-05-16']' not found. Error: Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
  - waiting for locator("//span[@data-selenium-date='2025-05-16']") to be visible

2025-03-17 14:08:49 | INFO     | RoundTrip            | Return date set to: 2025-05-16
2025-03-17 14:08:49 | INFO     | RoundTrip            | Checking if departure date is selected
2025-03-17 14:08:49 | INFO     | RoundTrip            | Generated departure date: 2025-04-26
2025-03-17 14:08:49 | INFO     | RoundTrip            | Expected departure date: 2025-04-26, Actual: 2025-04-26
2025-03-17 14:08:49 | INFO     | RoundTrip            | Departure date is correctly selected
2025-03-17 14:08:49 | INFO     | RoundTrip            | Checking if return date is selected
2025-03-17 14:08:49 | INFO     | RoundTrip            | Generated return date: 2025-05-16
2025-03-17 14:08:49 | INFO     | RoundTrip            | Expected return date: 2025-05-16, Actual: 2025-05-16
2025-03-17 14:08:49 | INFO     | RoundTrip            | Return date is correctly selected
2025-03-17 14:08:49 | INFO     | RoundTrip            | Selecting passengers: Adults=1, Children=0, Infants=0, Cabin=Economy
2025-03-17 14:08:49 | INFO     | RoundTrip            | Adjusting adult count to 1
2025-03-17 14:08:49 | INFO     | RoundTrip            | Current adults: 1, Target: 1
2025-03-17 14:08:49 | INFO     | RoundTrip            | Adjusting children count to 0
2025-03-17 14:08:49 | INFO     | RoundTrip            | Current childrens: 0, Target: 0
2025-03-17 14:08:49 | INFO     | RoundTrip            | Adjusting infant count to 0
2025-03-17 14:08:50 | INFO     | RoundTrip            | Current infants: 0, Target: 0
2025-03-17 14:08:50 | INFO     | RoundTrip            | Selecting cabin class: Economy
2025-03-17 14:08:50 | INFO     | RoundTrip            | Getting passengers and cabin count
2025-03-17 14:08:50 | INFO     | RoundTrip            | Clicking search button
2025-03-17 14:08:50 | INFO     | RoundTrip            | Search button clicked
2025-03-17 14:08:50 | INFO     | RoundTrip            | Checking if search was successful
2025-03-17 14:08:53 | INFO     | RoundTrip            | Search successful - results found
2025-03-17 14:08:53 | INFO     | conftest             | Test PASSED: test_flight_booking[KHI-IST-1-0-0-Economy]
2025-03-17 14:08:53 | INFO     | conftest             | Test completed: test_flight_booking[KHI-IST-1-0-0-Economy]
2025-03-17 14:08:53 | INFO     | conftest             | Closing page
2025-03-17 14:08:53 | INFO     | conftest             | Closing browser
2025-03-17 14:08:54 | INFO     | conftest             | Launching browser
2025-03-17 14:08:55 | INFO     | conftest             | Browser launched successfully: <Browser type=<BrowserType name=chromium executable_path=/Users/zaki.sabir/Library/Caches/ms-playwright/chromium-1155/chrome-mac/Chromium.app/Contents/MacOS/Chromium> version=133.0.6943.16>
2025-03-17 14:08:55 | INFO     | conftest             | Creating new page for test: test_verify_search_results
2025-03-17 14:08:56 | INFO     | conftest             | Page created successfully: <Page url='about:blank'>
2025-03-17 14:08:56 | INFO     | FlightOptions        | FlightInfo page object initialized
2025-03-17 14:09:01 | INFO     | FlightOptions        | Validating search parameters
2025-03-17 14:09:01 | INFO     | FlightOptions        | Validating URL: https://www.agoda.com/flights/results?departureFrom=KHI&departureFromType=1&arrivalTo=IST&arrivalToType=1&departDate=2025-04-26&returnDate=2025-05-16&searchType=2&cabinType=Economy&adults=1&sort=8
2025-03-17 14:09:01 | INFO     | FlightOptions        | Extracted from URL:
2025-03-17 14:09:01 | INFO     | FlightOptions        | departureFrom: KHI
2025-03-17 14:09:01 | INFO     | FlightOptions        | arrivalTo: IST
2025-03-17 14:09:01 | INFO     | FlightOptions        | departDate: 2025-04-26
2025-03-17 14:09:01 | INFO     | FlightOptions        | returnDate: 2025-05-16
2025-03-17 14:09:01 | INFO     | FlightOptions        | adults: 1
2025-03-17 14:09:01 | INFO     | FlightOptions        | children: 0
2025-03-17 14:09:01 | INFO     | FlightOptions        | infants: 0
2025-03-17 14:09:01 | INFO     | FlightOptions        | cabinType: Economy
2025-03-17 14:09:01 | INFO     | FlightOptions        | Validating from header
2025-03-17 14:09:02 | INFO     | FlightOptions        | Departure value: Karachi (KHI)
2025-03-17 14:09:03 | INFO     | FlightOptions        | Arrival value: İstanbul (IST)
2025-03-17 14:09:04 | INFO     | FlightOptions        | Clicked departure calendar button
2025-03-17 14:09:04 | INFO     | FlightOptions        | Departure date: 2025-04-26
2025-03-17 14:09:04 | INFO     | FlightOptions        | Clicked return calendar button
2025-03-17 14:09:05 | INFO     | FlightOptions        | Return date: 2025-05-16
2025-03-17 14:09:05 | INFO     | FlightOptions        | Clicked passenger dropdown
2025-03-17 14:09:05 | INFO     | FlightOptions        | Adults count: 1
2025-03-17 14:09:05 | INFO     | FlightOptions        | Children count: 0
2025-03-17 14:09:05 | INFO     | FlightOptions        | Infants count: 0
2025-03-17 14:09:05 | INFO     | FlightOptions        | Cabin type: Economy
2025-03-17 14:09:05 | INFO     | FlightOptions        | Extracted from Header: ['Karachi (KHI)', 'İstanbul (IST)', '2025-04-26', '2025-05-16', '1', '0', '0', 'Economy']
2025-03-17 14:09:05 | INFO     | FlightOptions        | Search parameters validated successfully
2025-03-17 14:09:05 | INFO     | test_flight_options  | search validated
2025-03-17 14:09:05 | INFO     | conftest             | Test PASSED: test_verify_search_results
2025-03-17 14:09:05 | INFO     | conftest             | Test completed: test_verify_search_results
2025-03-17 14:09:05 | INFO     | conftest             | Closing page
2025-03-17 14:09:06 | INFO     | conftest             | Closing browser
2025-03-17 14:09:06 | INFO     | conftest             | Launching browser
2025-03-17 14:09:07 | INFO     | conftest             | Browser launched successfully: <Browser type=<BrowserType name=chromium executable_path=/Users/zaki.sabir/Library/Caches/ms-playwright/chromium-1155/chrome-mac/Chromium.app/Contents/MacOS/Chromium> version=133.0.6943.16>
2025-03-17 14:09:07 | INFO     | conftest             | Creating new page for test: test_flight_data
2025-03-17 14:09:08 | INFO     | conftest             | Page created successfully: <Page url='about:blank'>
2025-03-17 14:09:08 | INFO     | FlightOptions        | FlightInfo page object initialized
2025-03-17 14:09:16 | INFO     | FlightOptions        | Collecting flight data
2025-03-17 14:09:16 | INFO     | FlightOptions        | Checking for 'no flights' message
2025-03-17 14:09:26 | WARNING  | BasePage             | Element '//div[@data-testid='no-result-page']' not found. Error: Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='no-result-page']") to be visible

2025-03-17 14:09:26 | INFO     | FlightOptions        | Flights are available (no 'no flights' message found)
2025-03-17 14:09:28 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").first.locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:09:30 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(1).locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:09:32 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(2).locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:09:34 | INFO     | test_flight_options  | 
Flight Data (Array):
2025-03-17 14:09:34 | INFO     | test_flight_options  | +---------------------------------+------------+-------------+------------+
| Carrier                         | Duration   | Price       |   Layovers |
+=================================+============+=============+============+
| Pegasus Airlines                | 5h 50m     | 121,949 PKR |          0 |
+---------------------------------+------------+-------------+------------+
| Turkish Airlines                | 6h 0m      | 206,233 PKR |          0 |
+---------------------------------+------------+-------------+------------+
| Pakistan International Airlines | 6h 0m      | 234,961 PKR |          0 |
+---------------------------------+------------+-------------+------------+
| Etihad Airways                  | 9h 55m     | 119,224 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Jazeera Airways                 | 11h 55m    | 128,927 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Air Arabia                      | 25h 50m    | 115,495 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Air Arabia                      | 12h 20m    | 115,495 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Air Arabia                      | 9h 0m      | 131,051 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Air Arabia                      | 15h 45m    | 131,091 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Air Arabia                      | 23h 20m    | 131,091 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Qatar Airways                   | 10h 20m    | 132,917 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Qatar Airways                   | 10h 30m    | 132,917 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Qatar Airways                   | 16h 55m    | 132,917 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Qatar Airways                   | 10h 5m     | 134,454 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Qatar Airways                   | 10h 20m    | 134,454 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Qatar Airways                   | 16h 45m    | 134,454 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Flydubai                        | 10h 30m    | 135,335 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Flydubai                        | 14h 30m    | 135,335 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Flydubai                        | 15h 40m    | 135,335 PKR |          1 |
+---------------------------------+------------+-------------+------------+
| Qatar Airways                   | 22h 5m     | 135,201 PKR |          1 |
+---------------------------------+------------+-------------+------------+
2025-03-17 14:09:34 | INFO     | conftest             | Test PASSED: test_flight_data
2025-03-17 14:09:34 | INFO     | conftest             | Test completed: test_flight_data
2025-03-17 14:09:34 | INFO     | conftest             | Closing page
2025-03-17 14:09:34 | INFO     | conftest             | Closing browser
2025-03-17 14:09:34 | INFO     | conftest             | Launching browser
2025-03-17 14:09:35 | INFO     | conftest             | Browser launched successfully: <Browser type=<BrowserType name=chromium executable_path=/Users/zaki.sabir/Library/Caches/ms-playwright/chromium-1155/chrome-mac/Chromium.app/Contents/MacOS/Chromium> version=133.0.6943.16>
2025-03-17 14:09:35 | INFO     | conftest             | Creating new page for test: test_flight_stops
2025-03-17 14:09:36 | INFO     | conftest             | Page created successfully: <Page url='about:blank'>
2025-03-17 14:09:36 | INFO     | FlightOptions        | FlightInfo page object initialized
2025-03-17 14:09:45 | INFO     | FlightOptions        | Checking direct flights
2025-03-17 14:09:45 | INFO     | FlightOptions        | Checking for 'no flights' message
2025-03-17 14:09:55 | WARNING  | BasePage             | Element '//div[@data-testid='no-result-page']' not found. Error: Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='no-result-page']") to be visible

2025-03-17 14:09:55 | INFO     | FlightOptions        | Flights are available (no 'no flights' message found)
2025-03-17 14:09:55 | INFO     | FlightOptions        | Clicking checkbox: get_direct_stop_checkbox
2025-03-17 14:09:56 | INFO     | FlightOptions        | Clicked checkbox: get_direct_stop_checkbox
2025-03-17 14:09:56 | INFO     | FlightOptions        | Processing flight option: direct
2025-03-17 14:09:56 | INFO     | FlightOptions        | Number of stops for direct are: 
2025-03-17 14:09:58 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").first.locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:09:58 | INFO     | FlightOptions        | 0

2025-03-17 14:10:00 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(1).locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:10:00 | INFO     | FlightOptions        | 0

2025-03-17 14:10:02 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(2).locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:10:02 | INFO     | FlightOptions        | 0

2025-03-17 14:10:07 | WARNING  | BasePage             | Locator '<Locator frame=<Frame name= url='https://www.agoda.com/flights/results?departureFrom=KHI&departureFromType=1&arrivalTo=IST&arrivalToType=1&departDate=2025-04-26&returnDate=2025-05-16&searchType=2&cabinType=Economy&adults=1&sort=8'> selector="//div[@data-testid='web-refresh-flights-card'] >> nth=3">' not found. Error: Locator.wait_for: Timeout 5000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(3) to be visible

2025-03-17 14:10:09 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(3).locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:10:09 | INFO     | FlightOptions        | 0

2025-03-17 14:10:14 | WARNING  | BasePage             | Locator '<Locator frame=<Frame name= url='https://www.agoda.com/flights/results?departureFrom=KHI&departureFromType=1&arrivalTo=IST&arrivalToType=1&departDate=2025-04-26&returnDate=2025-05-16&searchType=2&cabinType=Economy&adults=1&sort=8'> selector="//div[@data-testid='web-refresh-flights-card'] >> nth=4">' not found. Error: Locator.wait_for: Timeout 5000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(4) to be visible

2025-03-17 14:10:16 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(4).locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:10:16 | INFO     | FlightOptions        | 0

2025-03-17 14:10:21 | WARNING  | BasePage             | Locator '<Locator frame=<Frame name= url='https://www.agoda.com/flights/results?departureFrom=KHI&departureFromType=1&arrivalTo=IST&arrivalToType=1&departDate=2025-04-26&returnDate=2025-05-16&searchType=2&cabinType=Economy&adults=1&sort=8'> selector="//div[@data-testid='web-refresh-flights-card'] >> nth=5">' not found. Error: Locator.wait_for: Timeout 5000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(5) to be visible

2025-03-17 14:10:23 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(5).locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:10:23 | INFO     | FlightOptions        | 0

2025-03-17 14:10:28 | WARNING  | BasePage             | Locator '<Locator frame=<Frame name= url='https://www.agoda.com/flights/results?departureFrom=KHI&departureFromType=1&arrivalTo=IST&arrivalToType=1&departDate=2025-04-26&returnDate=2025-05-16&searchType=2&cabinType=Economy&adults=1&sort=8'> selector="//div[@data-testid='web-refresh-flights-card'] >> nth=6">' not found. Error: Locator.wait_for: Timeout 5000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(6) to be visible

2025-03-17 14:10:30 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(6).locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:10:30 | INFO     | FlightOptions        | 0

2025-03-17 14:10:35 | WARNING  | BasePage             | Locator '<Locator frame=<Frame name= url='https://www.agoda.com/flights/results?departureFrom=KHI&departureFromType=1&arrivalTo=IST&arrivalToType=1&departDate=2025-04-26&returnDate=2025-05-16&searchType=2&cabinType=Economy&adults=1&sort=8'> selector="//div[@data-testid='web-refresh-flights-card'] >> nth=7">' not found. Error: Locator.wait_for: Timeout 5000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(7) to be visible

2025-03-17 14:10:37 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(7).locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:10:37 | INFO     | FlightOptions        | 0

2025-03-17 14:10:42 | WARNING  | BasePage             | Locator '<Locator frame=<Frame name= url='https://www.agoda.com/flights/results?departureFrom=KHI&departureFromType=1&arrivalTo=IST&arrivalToType=1&departDate=2025-04-26&returnDate=2025-05-16&searchType=2&cabinType=Economy&adults=1&sort=8'> selector="//div[@data-testid='web-refresh-flights-card'] >> nth=8">' not found. Error: Locator.wait_for: Timeout 5000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(8) to be visible

2025-03-17 14:10:44 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(8).locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:10:44 | INFO     | FlightOptions        | 0

2025-03-17 14:10:49 | WARNING  | BasePage             | Locator '<Locator frame=<Frame name= url='https://www.agoda.com/flights/results?departureFrom=KHI&departureFromType=1&arrivalTo=IST&arrivalToType=1&departDate=2025-04-26&returnDate=2025-05-16&searchType=2&cabinType=Economy&adults=1&sort=8'> selector="//div[@data-testid='web-refresh-flights-card'] >> nth=9">' not found. Error: Locator.wait_for: Timeout 5000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(9) to be visible

2025-03-17 14:10:51 | INFO     | FlightOptions        | Error retrieving layover count: Locator.inner_text: Timeout 2000ms exceeded.
Call log:
  - waiting for locator("//div[@data-testid='web-refresh-flights-card']").nth(9).locator("//span[@class='sc-jsMahE sc-kFuwaP bEtAca fdKTiB']").first

2025-03-17 14:10:51 | INFO     | FlightOptions        | 0

